,Patient,Gene1,Gene2,Edge,Curvature,Response
73776,NCIH2291_LUNG,BUB1B,CDC20,BUB1B;CDC20,0.21,0
73777,NCIH2291_LUNG,BUB1B,BRCA1,BUB1B;BRCA1,-0.4,0
73778,NCIH2291_LUNG,BUB1B,CCNB2,BUB1B;CCNB2,0.09,0
73779,NCIH2291_LUNG,BUB1B,BIRC5,BUB1B;BIRC5,0.16,0
73780,NCIH2291_LUNG,BUB1B,KIF2C,BUB1B;KIF2C,0.31,0
73781,NCIH2291_LUNG,BUB1B,TOP2A,BUB1B;TOP2A,0.25,0
73782,NCIH2291_LUNG,BUB1B,CHEK1,BUB1B;CHEK1,-0.18,0
73783,NCIH2291_LUNG,BUB1B,CCNA2,BUB1B;CCNA2,-0.04,0
73784,NCIH2291_LUNG,BUB1B,KIF20A,BUB1B;KIF20A,0.33,0
73785,NCIH2291_LUNG,BUB1B,UBE2C,BUB1B;UBE2C,0.31,0
73786,NCIH2291_LUNG,BUB1B,CDK1,BUB1B;CDK1,0.02,0
73787,NCIH2291_LUNG,BUB1B,NUSAP1,BUB1B;NUSAP1,0.21,0
73788,NCIH2291_LUNG,BUB1B,MELK,BUB1B;MELK,0.27,0
73789,NCIH2291_LUNG,BUB1B,RAE1,BUB1B;RAE1,-1.01,0
73790,NCIH2291_LUNG,COASY,HMGCS1,COASY;HMGCS1,-0.16,0
73791,NCIH2291_LUNG,SKIV2L,EXOSC4,SKIV2L;EXOSC4,-0.35,0
73792,NCIH2291_LUNG,SKIV2L,WDR61,SKIV2L;WDR61,-0.36,0
73793,NCIH2291_LUNG,CDKN1B,CCND1,CDKN1B;CCND1,0.07,0
73794,NCIH2291_LUNG,CDKN1B,CDK4,CDKN1B;CDK4,0.17,0
73795,NCIH2291_LUNG,CDKN1B,MYC,CDKN1B;MYC,-0.07,0
73796,NCIH2291_LUNG,CDKN1B,CCND3,CDKN1B;CCND3,0.15,0
73797,NCIH2291_LUNG,CDKN1B,CDKN1A,CDKN1B;CDKN1A,0.2,0
73798,NCIH2291_LUNG,CDKN1B,CCNB1,CDKN1B;CCNB1,-0.16,0
73799,NCIH2291_LUNG,CDKN1B,CCNB2,CDKN1B;CCNB2,-0.32,0
73800,NCIH2291_LUNG,CDKN1B,CDK7,CDKN1B;CDK7,-0.29,0
73801,NCIH2291_LUNG,CDKN1B,DDB2,CDKN1B;DDB2,-0.2,0
73802,NCIH2291_LUNG,CDKN1B,STMN1,CDKN1B;STMN1,-0.06,0
73803,NCIH2291_LUNG,CDKN1B,FOXO3,CDKN1B;FOXO3,-0.27,0
73804,NCIH2291_LUNG,CDKN1B,RHOA,CDKN1B;RHOA,-0.8,0
73805,NCIH2291_LUNG,CDKN1B,AKT1,CDKN1B;AKT1,-0.39,0
73806,NCIH2291_LUNG,CDKN1B,CDK2,CDKN1B;CDK2,0.09,0
73807,NCIH2291_LUNG,CDKN1B,CDK1,CDKN1B;CDK1,-0.17,0
73808,NCIH2291_LUNG,CDKN1B,CCNE2,CDKN1B;CCNE2,0.18,0
73809,NCIH2291_LUNG,CDKN1B,SKP1,CDKN1B;SKP1,-0.1,0
73810,NCIH2291_LUNG,CDKN1B,CCNA2,CDKN1B;CCNA2,-0.11,0
73811,NCIH2291_LUNG,RRP8,SUV39H1,RRP8;SUV39H1,-1.86,0
73812,NCIH2291_LUNG,RRP8,EBNA1BP2,RRP8;EBNA1BP2,-2.99,0
73813,NCIH2291_LUNG,ACLY,PCK2,ACLY;PCK2,0.25,0
73814,NCIH2291_LUNG,ACLY,HMGCS1,ACLY;HMGCS1,-0.27,0
73815,NCIH2291_LUNG,ACLY,ACAA1,ACLY;ACAA1,-0.17,0
73816,NCIH2291_LUNG,ACLY,SDHB,ACLY;SDHB,-0.34,0
73817,NCIH2291_LUNG,CDK4,CCND1,CDK4;CCND1,0.3,0
73818,NCIH2291_LUNG,CDK4,CCNB1,CDK4;CCNB1,0.25,0
73819,NCIH2291_LUNG,CDK4,CDK2,CDK4;CDK2,0.38,0
73820,NCIH2291_LUNG,CDK4,CCNE2,CDK4;CCNE2,0.51,0
73821,NCIH2291_LUNG,CDK4,RB1,CDK4;RB1,0.39,0
73822,NCIH2291_LUNG,CDK4,CCNA2,CDK4;CCNA2,0.27,0
73823,NCIH2291_LUNG,CDK4,CCND3,CDK4;CCND3,0.48,0
73824,NCIH2291_LUNG,CDK4,CDKN1A,CDK4;CDKN1A,0.39,0
73825,NCIH2291_LUNG,CDK4,BRCA1,CDK4;BRCA1,0.35,0
73826,NCIH2291_LUNG,CDK4,BIRC5,CDK4;BIRC5,0.28,0
73827,NCIH2291_LUNG,CDK4,MYC,CDK4;MYC,0.25,0
73828,NCIH2291_LUNG,CDK4,PCNA,CDK4;PCNA,0.29,0
73829,NCIH2291_LUNG,CDK4,CDC25A,CDK4;CDC25A,0.48,0
73830,NCIH2291_LUNG,CDK4,SMAD3,CDK4;SMAD3,0.3,0
73831,NCIH2291_LUNG,MSH6,RFC2,MSH6;RFC2,0.3,0
73832,NCIH2291_LUNG,MSH6,RPA1,MSH6;RPA1,0.23,0
73833,NCIH2291_LUNG,MSH6,PCNA,MSH6;PCNA,-0.15,0
73834,NCIH2291_LUNG,MSH6,CHEK2,MSH6;CHEK2,0.19,0
73835,NCIH2291_LUNG,MSH6,BRCA1,MSH6;BRCA1,-0.13,0
73836,NCIH2291_LUNG,EXOSC4,SUPV3L1,EXOSC4;SUPV3L1,0.13,0
73837,NCIH2291_LUNG,PAK4,NCK2,PAK4;NCK2,0.29,0
73838,NCIH2291_LUNG,PAK4,ITGB5,PAK4;ITGB5,0.09,0
73839,NCIH2291_LUNG,PAK4,NCK1,PAK4;NCK1,0.09,0
73840,NCIH2291_LUNG,PAK4,CDC42,PAK4;CDC42,-0.21,0
73841,NCIH2291_LUNG,VDAC1,FIS1,VDAC1;FIS1,0.15,0
73842,NCIH2291_LUNG,VDAC1,SLC25A4,VDAC1;SLC25A4,0.2,0
73843,NCIH2291_LUNG,VDAC1,BAX,VDAC1;BAX,-0.05,0
73844,NCIH2291_LUNG,VDAC1,CYCS,VDAC1;CYCS,0.07,0
73845,NCIH2291_LUNG,VDAC1,HSPD1,VDAC1;HSPD1,-0.03,0
73846,NCIH2291_LUNG,VDAC1,ACBD3,VDAC1;ACBD3,0.11,0
73847,NCIH2291_LUNG,VDAC1,SQSTM1,VDAC1;SQSTM1,-0.1,0
73848,NCIH2291_LUNG,VDAC1,GAPDH,VDAC1;GAPDH,-0.22,0
73849,NCIH2291_LUNG,VDAC1,HK1,VDAC1;HK1,-0.41,0
73850,NCIH2291_LUNG,MRPL12,OXA1L,MRPL12;OXA1L,0.49,0
73851,NCIH2291_LUNG,MRPL12,MRPS2,MRPL12;MRPS2,0.51,0
73852,NCIH2291_LUNG,MRPL12,MRPL19,MRPL12;MRPL19,0.51,0
73853,NCIH2291_LUNG,MRPL12,RPS5,MRPL12;RPS5,-0.2,0
73854,NCIH2291_LUNG,MRPL12,POLR1C,MRPL12;POLR1C,0.3,0
73855,NCIH2291_LUNG,KIF2C,AURKA,KIF2C;AURKA,0.38,0
73856,NCIH2291_LUNG,KIF2C,CCNB1,KIF2C;CCNB1,0.24,0
73857,NCIH2291_LUNG,KIF2C,CENPE,KIF2C;CENPE,0.39,0
73858,NCIH2291_LUNG,KIF2C,CCNB2,KIF2C;CCNB2,0.32,0
73859,NCIH2291_LUNG,KIF2C,MELK,KIF2C;MELK,0.45,0
73860,NCIH2291_LUNG,KIF2C,PLK1,KIF2C;PLK1,0.26,0
73861,NCIH2291_LUNG,KIF2C,BIRC5,KIF2C;BIRC5,0.38,0
73862,NCIH2291_LUNG,KIF2C,AURKB,KIF2C;AURKB,0.44,0
73863,NCIH2291_LUNG,KIF2C,UBE2C,KIF2C;UBE2C,0.46,0
73864,NCIH2291_LUNG,KIF2C,KIF14,KIF2C;KIF14,0.37,0
73865,NCIH2291_LUNG,KIF2C,NUSAP1,KIF2C;NUSAP1,0.42,0
73866,NCIH2291_LUNG,KIF2C,CDK1,KIF2C;CDK1,0.23,0
73867,NCIH2291_LUNG,KIF2C,KIF20A,KIF2C;KIF20A,0.51,0
73868,NCIH2291_LUNG,KIF2C,CCNA2,KIF2C;CCNA2,0.21,0
73869,NCIH2291_LUNG,KIF2C,TOP2A,KIF2C;TOP2A,0.45,0
73870,NCIH2291_LUNG,KIF2C,CDC20,KIF2C;CDC20,0.39,0
73871,NCIH2291_LUNG,KIF2C,CDC45,KIF2C;CDC45,0.27,0
73872,NCIH2291_LUNG,CAPN1,BAX,CAPN1;BAX,-0.07,0
73873,NCIH2291_LUNG,CAPN1,BID,CAPN1;BID,-0.19,0
73874,NCIH2291_LUNG,CLTB,CLTC,CLTB;CLTC,-0.2,0
73875,NCIH2291_LUNG,CLTB,EPN2,CLTB;EPN2,0.82,0
73876,NCIH2291_LUNG,DRAP1,TBP,DRAP1;TBP,0.11,0
73877,NCIH2291_LUNG,PTPN1,PTPRF,PTPN1;PTPRF,0.33,0
73878,NCIH2291_LUNG,PTPN1,SRC,PTPN1;SRC,-0.64,0
73879,NCIH2291_LUNG,PTPN1,IGF1R,PTPN1;IGF1R,-0.2,0
73880,NCIH2291_LUNG,PRKACA,NFKBIA,PRKACA;NFKBIA,-0.33,0
73881,NCIH2291_LUNG,PRKACA,BAX,PRKACA;BAX,-0.84,0
73882,NCIH2291_LUNG,PRKACA,FOS,PRKACA;FOS,-0.06,0
73883,NCIH2291_LUNG,PRKACA,IGF1R,PRKACA;IGF1R,-0.2,0
73884,NCIH2291_LUNG,PRKACA,JUN,PRKACA;JUN,-0.12,0
73885,NCIH2291_LUNG,PRKACA,PTK2,PRKACA;PTK2,-0.31,0
73886,NCIH2291_LUNG,PRKACA,CSNK1E,PRKACA;CSNK1E,-0.52,0
73887,NCIH2291_LUNG,PRKACA,CREB1,PRKACA;CREB1,-0.03,0
73888,NCIH2291_LUNG,PRKACA,FOXO3,PRKACA;FOXO3,-0.1,0
73889,NCIH2291_LUNG,PRKACA,RHOA,PRKACA;RHOA,-0.47,0
73890,NCIH2291_LUNG,PRKACA,BAD,PRKACA;BAD,-0.05,0
73891,NCIH2291_LUNG,PRKACA,NCOA3,PRKACA;NCOA3,0.0,0
73892,NCIH2291_LUNG,FOS,CCND1,FOS;CCND1,0.24,0
73893,NCIH2291_LUNG,FOS,STAT3,FOS;STAT3,0.31,0
73894,NCIH2291_LUNG,FOS,NCOA3,FOS;NCOA3,0.47,0
73895,NCIH2291_LUNG,FOS,MAPK9,FOS;MAPK9,0.2,0
73896,NCIH2291_LUNG,FOS,JUN,FOS;JUN,0.41,0
73897,NCIH2291_LUNG,FOS,SRC,FOS;SRC,0.2,0
73898,NCIH2291_LUNG,FOS,SMAD3,FOS;SMAD3,0.27,0
73899,NCIH2291_LUNG,FOS,CREB1,FOS;CREB1,0.32,0
73900,NCIH2291_LUNG,FOS,MYC,FOS;MYC,0.13,0
73901,NCIH2291_LUNG,FOS,STAT1,FOS;STAT1,0.34,0
73902,NCIH2291_LUNG,TFDP1,CDK2,TFDP1;CDK2,0.06,0
73903,NCIH2291_LUNG,TFDP1,RB1,TFDP1;RB1,-0.0,0
73904,NCIH2291_LUNG,TFDP1,SMAD3,TFDP1;SMAD3,-0.01,0
73905,NCIH2291_LUNG,TFDP1,CCNA2,TFDP1;CCNA2,0.01,0
73906,NCIH2291_LUNG,PHKB,PHKG2,PHKB;PHKG2,0.66,0
73907,NCIH2291_LUNG,SMC3,PLK1,SMC3;PLK1,-0.44,0
73908,NCIH2291_LUNG,SMC3,PDS5A,SMC3;PDS5A,0.48,0
73909,NCIH2291_LUNG,SMC3,SMC1A,SMC3;SMC1A,0.45,0
73910,NCIH2291_LUNG,APBB2,APP,APBB2;APP,-1.56,0
73911,NCIH2291_LUNG,LRPAP1,RALA,LRPAP1;RALA,0.35,0
73912,NCIH2291_LUNG,LRPAP1,RALGDS,LRPAP1;RALGDS,0.39,0
73913,NCIH2291_LUNG,STXBP1,STX1A,STXBP1;STX1A,-2.3,0
73914,NCIH2291_LUNG,STXBP1,STX4,STXBP1;STX4,-1.64,0
73915,NCIH2291_LUNG,ETFB,HSD17B10,ETFB;HSD17B10,0.21,0
73916,NCIH2291_LUNG,CCNE2,SKP1,CCNE2;SKP1,-0.96,0
73917,NCIH2291_LUNG,CCNE2,CDK2,CCNE2;CDK2,-0.43,0
73918,NCIH2291_LUNG,CCNE2,RB1,CCNE2;RB1,-0.61,0
73919,NCIH2291_LUNG,CCNE2,CCNB2,CCNE2;CCNB2,-1.09,0
73920,NCIH2291_LUNG,CCNE2,CDC25A,CCNE2;CDC25A,-0.13,0
73921,NCIH2291_LUNG,CCNE2,PCNA,CCNE2;PCNA,-0.99,0
73922,NCIH2291_LUNG,CCNE2,CDK1,CCNE2;CDK1,-0.96,0
73923,NCIH2291_LUNG,CCNE2,CDKN1A,CCNE2;CDKN1A,-0.41,0
73924,NCIH2291_LUNG,CCNE2,CCNA2,CCNE2;CCNA2,-0.74,0
73925,NCIH2291_LUNG,SMC1A,PLK1,SMC1A;PLK1,-0.16,0
73926,NCIH2291_LUNG,SMC1A,PDS5A,SMC1A;PDS5A,0.39,0
73927,NCIH2291_LUNG,SMC1A,BRCA1,SMC1A;BRCA1,-0.31,0
73928,NCIH2291_LUNG,PTK2,NCK2,PTK2;NCK2,0.14,0
73929,NCIH2291_LUNG,PTK2,PTPN12,PTK2;PTPN12,0.22,0
73930,NCIH2291_LUNG,PTK2,PIK3R3,PTK2;PIK3R3,0.3,0
73931,NCIH2291_LUNG,PTK2,PIK3CA,PTK2;PIK3CA,0.3,0
73932,NCIH2291_LUNG,PTK2,STAT3,PTK2;STAT3,0.03,0
73933,NCIH2291_LUNG,PTK2,PXN,PTK2;PXN,0.33,0
73934,NCIH2291_LUNG,PTK2,ERBB2,PTK2;ERBB2,0.17,0
73935,NCIH2291_LUNG,PTK2,ITGB5,PTK2;ITGB5,0.2,0
73936,NCIH2291_LUNG,PTK2,CRK,PTK2;CRK,0.28,0
73937,NCIH2291_LUNG,PTK2,FOXO3,PTK2;FOXO3,0.01,0
73938,NCIH2291_LUNG,PTK2,AKT1,PTK2;AKT1,0.03,0
73939,NCIH2291_LUNG,PTK2,CRKL,PTK2;CRKL,0.27,0
73940,NCIH2291_LUNG,PTK2,RHOA,PTK2;RHOA,0.05,0
73941,NCIH2291_LUNG,PTK2,CTTN,PTK2;CTTN,0.16,0
73942,NCIH2291_LUNG,PTK2,ARHGEF2,PTK2;ARHGEF2,-0.07,0
73943,NCIH2291_LUNG,PTK2,ARHGEF12,PTK2;ARHGEF12,0.25,0
73944,NCIH2291_LUNG,PTK2,CDC42,PTK2;CDC42,0.26,0
73945,NCIH2291_LUNG,PTK2,STAT1,PTK2;STAT1,0.1,0
73946,NCIH2291_LUNG,PTK2,SHC1,PTK2;SHC1,0.25,0
73947,NCIH2291_LUNG,PTK2,IGF1R,PTK2;IGF1R,0.29,0
73948,NCIH2291_LUNG,PTK2,SRC,PTK2;SRC,0.23,0
73949,NCIH2291_LUNG,PTK2,NCK1,PTK2;NCK1,0.22,0
73950,NCIH2291_LUNG,TIMELESS,RPA3,TIMELESS;RPA3,0.0,0
73951,NCIH2291_LUNG,TIMELESS,SMARCC1,TIMELESS;SMARCC1,-0.57,0
73952,NCIH2291_LUNG,TIMELESS,RPA1,TIMELESS;RPA1,0.09,0
73953,NCIH2291_LUNG,TIMELESS,RPA2,TIMELESS;RPA2,0.25,0
73954,NCIH2291_LUNG,TIMELESS,TP53BP1,TIMELESS;TP53BP1,0.18,0
73955,NCIH2291_LUNG,TIMELESS,CHEK1,TIMELESS;CHEK1,0.03,0
73956,NCIH2291_LUNG,TIMELESS,CDC45,TIMELESS;CDC45,-0.11,0
73957,NCIH2291_LUNG,AKT1,FKBP4,AKT1;FKBP4,-0.29,0
73958,NCIH2291_LUNG,AKT1,STUB1,AKT1;STUB1,-0.27,0
73959,NCIH2291_LUNG,AKT1,CCND1,AKT1;CCND1,0.01,0
73960,NCIH2291_LUNG,AKT1,HSPB1,AKT1;HSPB1,-0.32,0
73961,NCIH2291_LUNG,AKT1,RHEB,AKT1;RHEB,-0.27,0
73962,NCIH2291_LUNG,AKT1,AXIN1,AKT1;AXIN1,-0.33,0
73963,NCIH2291_LUNG,AKT1,PIK3R3,AKT1;PIK3R3,-0.02,0
73964,NCIH2291_LUNG,AKT1,PIK3CA,AKT1;PIK3CA,-0.02,0
73965,NCIH2291_LUNG,AKT1,STAT3,AKT1;STAT3,0.05,0
73966,NCIH2291_LUNG,AKT1,PXN,AKT1;PXN,-0.11,0
73967,NCIH2291_LUNG,AKT1,IQGAP1,AKT1;IQGAP1,-0.13,0
73968,NCIH2291_LUNG,AKT1,RASA1,AKT1;RASA1,-0.22,0
73969,NCIH2291_LUNG,AKT1,PAK1,AKT1;PAK1,-0.1,0
73970,NCIH2291_LUNG,AKT1,EZH2,AKT1;EZH2,-0.21,0
73971,NCIH2291_LUNG,AKT1,SMAD3,AKT1;SMAD3,-0.02,0
73972,NCIH2291_LUNG,AKT1,FOXO3,AKT1;FOXO3,0.03,0
73973,NCIH2291_LUNG,AKT1,EIF4EBP1,AKT1;EIF4EBP1,-0.29,0
73974,NCIH2291_LUNG,AKT1,STAT1,AKT1;STAT1,-0.05,0
73975,NCIH2291_LUNG,AKT1,BECN1,AKT1;BECN1,-0.16,0
73976,NCIH2291_LUNG,AKT1,MAPKAPK2,AKT1;MAPKAPK2,-0.29,0
73977,NCIH2291_LUNG,AKT1,JUN,AKT1;JUN,0.06,0
73978,NCIH2291_LUNG,AKT1,SRC,AKT1;SRC,0.05,0
73979,NCIH2291_LUNG,AKT1,CTTN,AKT1;CTTN,-0.06,0
73980,NCIH2291_LUNG,AKT1,RPS6,AKT1;RPS6,-0.48,0
73981,NCIH2291_LUNG,AKT1,BAD,AKT1;BAD,0.02,0
73982,NCIH2291_LUNG,AKT1,ILK,AKT1;ILK,-0.14,0
73983,NCIH2291_LUNG,AKT1,GAPDH,AKT1;GAPDH,-0.52,0
73984,NCIH2291_LUNG,AKT1,CDKN1A,AKT1;CDKN1A,-0.21,0
73985,NCIH2291_LUNG,AKT1,CREB1,AKT1;CREB1,-0.14,0
73986,NCIH2291_LUNG,AKT1,RHOA,AKT1;RHOA,-0.24,0
73987,NCIH2291_LUNG,AKT1,TRIB3,AKT1;TRIB3,0.03,0
73988,NCIH2291_LUNG,AKT1,BRCA1,AKT1;BRCA1,-0.21,0
73989,NCIH2291_LUNG,AKT1,IKBKB,AKT1;IKBKB,-0.07,0
73990,NCIH2291_LUNG,AKT1,HSPA8,AKT1;HSPA8,-0.35,0
73991,NCIH2291_LUNG,AKT1,HIF1A,AKT1;HIF1A,0.05,0
73992,NCIH2291_LUNG,AKT1,MYC,AKT1;MYC,-0.16,0
73993,NCIH2291_LUNG,AKT1,CDC42,AKT1;CDC42,-0.11,0
73994,NCIH2291_LUNG,HAT1,ORC1,HAT1;ORC1,0.4,0
73995,NCIH2291_LUNG,SDHB,TRAP1,SDHB;TRAP1,0.41,0
73996,NCIH2291_LUNG,SDHB,CYCS,SDHB;CYCS,-0.29,0
73997,NCIH2291_LUNG,FBXL12,SKP1,FBXL12;SKP1,-0.53,0
73998,NCIH2291_LUNG,RFC2,RAD9A,RFC2;RAD9A,0.5,0
73999,NCIH2291_LUNG,RFC2,TOPBP1,RFC2;TOPBP1,0.36,0
74000,NCIH2291_LUNG,RFC2,RPA1,RFC2;RPA1,0.45,0
74001,NCIH2291_LUNG,RFC2,RFC5,RFC2;RFC5,0.42,0
74002,NCIH2291_LUNG,RFC2,RPA2,RFC2;RPA2,0.34,0
74003,NCIH2291_LUNG,RFC2,PCNA,RFC2;PCNA,0.05,0
74004,NCIH2291_LUNG,RFC2,RPA3,RFC2;RPA3,0.43,0
74005,NCIH2291_LUNG,RFC2,CHEK1,RFC2;CHEK1,0.18,0
74006,NCIH2291_LUNG,RFC2,BRCA1,RFC2;BRCA1,0.03,0
74007,NCIH2291_LUNG,USP14,USP7,USP14;USP7,-0.87,0
74008,NCIH2291_LUNG,USP14,PSMD4,USP14;PSMD4,0.11,0
74009,NCIH2291_LUNG,APP,APPBP2,APP;APPBP2,0.09,0
74010,NCIH2291_LUNG,APP,HSD17B10,APP;HSD17B10,-0.31,0
74011,NCIH2291_LUNG,APP,ADAM10,APP;ADAM10,0.18,0
74012,NCIH2291_LUNG,APP,IDE,APP;IDE,0.18,0
74013,NCIH2291_LUNG,APP,TNFRSF21,APP;TNFRSF21,0.18,0
74014,NCIH2291_LUNG,APP,SRC,APP;SRC,-0.31,0
74015,NCIH2291_LUNG,APP,SHC1,APP;SHC1,-0.23,0
74016,NCIH2291_LUNG,APP,HSPD1,APP;HSPD1,0.01,0
74017,NCIH2291_LUNG,APP,GAPDH,APP;GAPDH,-0.83,0
74018,NCIH2291_LUNG,PRKCD,PIK3R3,PRKCD;PIK3R3,-0.03,0
74019,NCIH2291_LUNG,PRKCD,PIK3CA,PRKCD;PIK3CA,-0.02,0
74020,NCIH2291_LUNG,PRKCD,MAPK9,PRKCD;MAPK9,-0.44,0
74021,NCIH2291_LUNG,PRKCD,STAT1,PRKCD;STAT1,-0.29,0
74022,NCIH2291_LUNG,PRKCD,SHC1,PRKCD;SHC1,-0.16,0
74023,NCIH2291_LUNG,PRKCD,ELAVL1,PRKCD;ELAVL1,-0.74,0
74024,NCIH2291_LUNG,PRKCD,SRC,PRKCD;SRC,-0.28,0
74025,NCIH2291_LUNG,FBXO7,SKP1,FBXO7;SKP1,-0.53,0
74026,NCIH2291_LUNG,FBXO7,PSMF1,FBXO7;PSMF1,-0.02,0
74027,NCIH2291_LUNG,DDB2,COPS7A,DDB2;COPS7A,-1.59,0
74028,NCIH2291_LUNG,RHEB,BNIP3L,RHEB;BNIP3L,0.34,0
74029,NCIH2291_LUNG,RHEB,GAPDH,RHEB;GAPDH,0.03,0
74030,NCIH2291_LUNG,RHEB,RPS6,RHEB;RPS6,0.19,0
74031,NCIH2291_LUNG,RHEB,EIF4EBP1,RHEB;EIF4EBP1,0.43,0
74032,NCIH2291_LUNG,MRPL19,OXA1L,MRPL19;OXA1L,0.31,0
74033,NCIH2291_LUNG,MRPL19,PSMG1,MRPL19;PSMG1,0.14,0
74034,NCIH2291_LUNG,MRPL19,MRPS2,MRPL19;MRPS2,0.32,0
74035,NCIH2291_LUNG,MRPL19,POLR1C,MRPL19;POLR1C,0.04,0
74036,NCIH2291_LUNG,MRPL19,RPS5,MRPL19;RPS5,-0.82,0
74037,NCIH2291_LUNG,NPC1,TMEM97,NPC1;TMEM97,0.24,0
74038,NCIH2291_LUNG,GADD45A,GADD45B,GADD45A;GADD45B,0.47,0
74039,NCIH2291_LUNG,GADD45A,AURKA,GADD45A;AURKA,0.16,0
74040,NCIH2291_LUNG,GADD45A,CCNB1,GADD45A;CCNB1,0.17,0
74041,NCIH2291_LUNG,GADD45A,CCNB2,GADD45A;CCNB2,0.16,0
74042,NCIH2291_LUNG,GADD45A,MAP3K4,GADD45A;MAP3K4,0.28,0
74043,NCIH2291_LUNG,GADD45A,CDK1,GADD45A;CDK1,0.17,0
74044,NCIH2291_LUNG,GADD45A,CDKN1A,GADD45A;CDKN1A,0.17,0
74045,NCIH2291_LUNG,GADD45A,PCNA,GADD45A;PCNA,0.12,0
74046,NCIH2291_LUNG,CHEK2,PLK1,CHEK2;PLK1,-0.77,0
74047,NCIH2291_LUNG,CHEK2,CDC25A,CHEK2;CDC25A,-0.87,0
74048,NCIH2291_LUNG,CHEK2,RAD9A,CHEK2;RAD9A,-0.25,0
74049,NCIH2291_LUNG,CHEK2,RAD51C,CHEK2;RAD51C,0.04,0
74050,NCIH2291_LUNG,CHEK2,TP53BP1,CHEK2;TP53BP1,-0.25,0
74051,NCIH2291_LUNG,CHEK2,BRCA1,CHEK2;BRCA1,-0.63,0
74052,NCIH2291_LUNG,CHEK2,CHEK1,CHEK2;CHEK1,-0.41,0
74053,NCIH2291_LUNG,CHEK2,CDC45,CHEK2;CDC45,-0.63,0
74054,NCIH2291_LUNG,PAFAH1B1,CDK1,PAFAH1B1;CDK1,-0.5,0
74055,NCIH2291_LUNG,PAFAH1B1,PAFAH1B3,PAFAH1B1;PAFAH1B3,0.5,0
74056,NCIH2291_LUNG,FHL2,STXBP2,FHL2;STXBP2,0.57,0
74057,NCIH2291_LUNG,TUBB6,ARHGEF2,TUBB6;ARHGEF2,0.07,0
74058,NCIH2291_LUNG,FBXO21,SKP1,FBXO21;SKP1,-0.63,0
74059,NCIH2291_LUNG,KIF20A,AURKA,KIF20A;AURKA,0.27,0
74060,NCIH2291_LUNG,KIF20A,CCNB1,KIF20A;CCNB1,0.04,0
74061,NCIH2291_LUNG,KIF20A,CENPE,KIF20A;CENPE,0.3,0
74062,NCIH2291_LUNG,KIF20A,CCNB2,KIF20A;CCNB2,0.17,0
74063,NCIH2291_LUNG,KIF20A,MELK,KIF20A;MELK,0.37,0
74064,NCIH2291_LUNG,KIF20A,PLK1,KIF20A;PLK1,0.09,0
74065,NCIH2291_LUNG,KIF20A,BIRC5,KIF20A;BIRC5,0.26,0
74066,NCIH2291_LUNG,KIF20A,AURKB,KIF20A;AURKB,0.36,0
74067,NCIH2291_LUNG,KIF20A,UBE2C,KIF20A;UBE2C,0.42,0
74068,NCIH2291_LUNG,KIF20A,KIF14,KIF20A;KIF14,0.23,0
74069,NCIH2291_LUNG,KIF20A,CDC20,KIF20A;CDC20,0.28,0
74070,NCIH2291_LUNG,KIF20A,CCNA2,KIF20A;CCNA2,-0.02,0
74071,NCIH2291_LUNG,KIF20A,NUSAP1,KIF20A;NUSAP1,0.32,0
74072,NCIH2291_LUNG,KIF20A,CDK1,KIF20A;CDK1,0.02,0
74073,NCIH2291_LUNG,KIF20A,TOP2A,KIF20A;TOP2A,0.37,0
74074,NCIH2291_LUNG,PCCB,ACAA1,PCCB;ACAA1,-0.1,0
74075,NCIH2291_LUNG,TOP2A,AURKA,TOP2A;AURKA,0.39,0
74076,NCIH2291_LUNG,TOP2A,CCNB1,TOP2A;CCNB1,0.31,0
74077,NCIH2291_LUNG,TOP2A,CENPE,TOP2A;CENPE,0.47,0
74078,NCIH2291_LUNG,TOP2A,CCNB2,TOP2A;CCNB2,0.4,0
74079,NCIH2291_LUNG,TOP2A,MELK,TOP2A;MELK,0.46,0
74080,NCIH2291_LUNG,TOP2A,PLK1,TOP2A;PLK1,0.29,0
74081,NCIH2291_LUNG,TOP2A,BIRC5,TOP2A;BIRC5,0.39,0
74082,NCIH2291_LUNG,TOP2A,AURKB,TOP2A;AURKB,0.49,0
74083,NCIH2291_LUNG,TOP2A,SMC4,TOP2A;SMC4,0.29,0
74084,NCIH2291_LUNG,TOP2A,UBE2C,TOP2A;UBE2C,0.45,0
74085,NCIH2291_LUNG,TOP2A,KIF14,TOP2A;KIF14,0.44,0
74086,NCIH2291_LUNG,TOP2A,CDC20,TOP2A;CDC20,0.4,0
74087,NCIH2291_LUNG,TOP2A,CDK1,TOP2A;CDK1,0.31,0
74088,NCIH2291_LUNG,TOP2A,CHEK1,TOP2A;CHEK1,0.2,0
74089,NCIH2291_LUNG,TOP2A,CDC45,TOP2A;CDC45,0.38,0
74090,NCIH2291_LUNG,TOP2A,CCNA2,TOP2A;CCNA2,0.27,0
74091,NCIH2291_LUNG,TOP2A,NUSAP1,TOP2A;NUSAP1,0.48,0
74092,NCIH2291_LUNG,BAD,BAX,BAD;BAX,-0.83,0
74093,NCIH2291_LUNG,BAD,MAPK9,BAD;MAPK9,-0.44,0
74094,NCIH2291_LUNG,NFKBIE,NFKBIA,NFKBIE;NFKBIA,-2.19,0
